Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
fithnovember,ES,19315,903,79.137.116.43,ip43.ip-79-137-116.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-09-15,OVH- FR,16276,41100,None
niftytucotuco,DE,19292,672,185.220.101.20,185.220.101.20,20020,10020,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-10-20,FERAL Feral Hosting- GB,200052,56200,None
mj4,RO,19267,106,93.115.86.4,lh32680.voxility.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-01-08,VOXILITY- GB,3223,37300,None
justaguy1,LU,19140,733,104.244.78.207,this-is-a-tor-exit-node.justaguy.be,9001,None,0,1,1,0,0,1,1,1,1,Tor 0.3.4.7-rc on Linux,0,0,2018-06-12,PONYNET - FranTech Solutions- US,53667,46300,None
TORtitan,US,18933,303,172.241.140.26,172.241.140.26,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-08-24,LEASEWEB-USA-NYC-11 - Leaseweb USA- Inc.- US,396362,55900,None
luelistan2,FR,18901,447,178.32.190.15,cherry.luelistan.net,9001,None,0,0,1,0,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2015-11-14,OVH- FR,16276,68200,None
Multivac,FR,18781,207,163.172.53.84,multivac.io,21,143,0,0,1,1,0,1,1,1,1,Tor 0.3.5.1-alpha on FreeBSD,0,0,2014-04-08,AS12876- FR,12876,81100,[2001:bc8:24f8::]:21
drazisil,FR,18513,356,51.15.89.36,36-89-15-51.rev.cloud.scaleway.com,9000,9001,0,0,1,0,0,1,1,1,1,Tor 0.3.3.6 on Linux,0,0,2018-05-08,AS12876- FR,12876,74900,None
Dhalgren,DE,18236,3062,46.165.230.5,tor-exit.dhalgren.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.1-alpha on Linux,0,0,2015-08-28,LEASEWEB-DE-FRA-10- DE,28753,45400,None
TykRelay02,DE,18229,340,144.76.253.229,torrelay.kush.tyknet.dk,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.7 on FreeBSD,0,0,2016-01-03,HETZNER-AS- DE,24940,65800,None
ThorZeroPoney,FR,18181,700,62.210.157.133,62-210-157-133.rev.poneytelecom.eu,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-03-09,AS12876- FR,12876,108000,None
torte,DE,18173,340,217.182.196.71,ns3079940.ip-217-182-196.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2018-01-08,OVH- FR,16276,41600,None
MilesPrower,FR,18063,256,62.210.129.246,relay1.tor.openinternet.io,443,80,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-01-28,AS12876- FR,12876,70700,[2001:bc8:28cb:100::1]:443
Piratenpartei2,DE,18047,554,37.120.161.32,v22018042160764027.happysrv.de,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-04-06,NETCUP-AS netcup GmbH- DE,197540,60600,None
sampleconfig,CH,18031,539,179.43.188.254,179.43.188.254,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-01-10,PLI-AS- CH,51852,56600,None
redjohn1,FR,17966,732,62.210.92.11,62-210-92-11.rev.poneytelecom.eu,9101,9130,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2014-12-09,AS12876- FR,12876,64700,[2001:bc8:338c::1]:9101
Unnamed,US,17952,321,207.244.70.35,207.244.70.35,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-08-28,LEASEWEB-USA-WDC-01 - Leaseweb USA- Inc.- US,30633,45300,[2604:9a00:2010:a08d:10::23]:443
Loki,LU,17941,357,104.244.75.194,loki.relay.torworld.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-06-12,PONYNET - FranTech Solutions- US,53667,59600,[2605:6400:30:fc40:72bf:a30:14a4:9f56]:443
DunphysTorRelay,FR,17900,1538,62.210.213.17,mail.meurisse.fr,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-10-12,AS12876- FR,12876,66600,[2001:bc8:3cbf::702]:9001
pecurina,DE,17795,71,62.141.39.160,vps1578274.vs.webtropia-customer.com,443,8786,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-10-09,MYLOC-AS- DE,24961,63300,None
niftyhare,DE,17780,672,185.220.101.15,185.220.101.15,20015,10015,0,1,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-02-03,FERAL Feral Hosting- GB,200052,42500,None
Unnamed,FR,17764,3349,195.154.171.24,195-154-171-24.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-05-10,AS12876- FR,12876,65200,None
redjohn,FR,17656,732,62.210.92.11,62-210-92-11.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2014-11-17,AS12876- FR,12876,58600,[2001:bc8:338c::1]:9001
MCL5,DE,17604,284,185.183.156.211,zepto-old.mcl.gg,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-06-13,NETCUP-AS netcup GmbH- DE,197540,66800,[2a03:4000:1d:c4:1:ea7:dead:beef]:9001
KINGMAKER,DE,17572,1240,5.199.141.233,h130.helix.servdiscount-customer.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-08-06,MYLOC-AS- DE,24961,72900,None
AccessNow000,CH,17524,744,176.10.99.200,176.10.99.200,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-12-05,AS-SOFTPLUS- CH,51395,68500,None
gGDHjdcC6zAlM8k08lY,DE,17507,55,5.45.111.149,nobody.yourvserver.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-01-09,NETCUP-AS netcup GmbH- DE,197540,75200,[2a03:4000:6:2388:df98:15f9:b34d:443]:443
FsPeterPan1,DE,17483,3068,93.90.206.129,janus.fsnet.io,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-04-27,ONEANDONE-AS Brauerstrasse 48- DE,8560,64200,None
torfoo,FR,17482,35882,212.129.42.9,212-129-42-9.rev.poneytelecom.eu,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.23 on Linux,0,0,2014-08-17,AS12876- FR,12876,53400,None
SpongeBob,US,17480,476,209.141.61.45,spongebob.exit.tor4us.net,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-02-24,PONYNET - FranTech Solutions- US,53667,24500,None
sarahmanning,FR,17388,317,62.210.83.207,62-210-83-207.rev.poneytelecom.eu,8008,8081,0,0,1,0,0,1,1,1,1,Tor 0.3.4.7-rc on Linux,0,0,2018-08-17,AS12876- FR,12876,62200,None
tiflin,FR,17370,11,163.172.21.117,163-172-21-117.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-09-27,AS12876- FR,12876,44200,None
demang,DE,17252,92,93.115.91.66,lh28943.voxility.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-02-03,VOXILITY- GB,3223,45100,None
TheEpTicZeus,FR,17171,3678,54.36.227.247,zeus.tor.eptic.me,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.5-rc on Linux,0,0,2018-04-23,OVH- FR,16276,45400,[2001:41d0:800:3a7::]:443
politkovskaja,NL,17005,789,77.247.181.165,politkovskaja.torservers.net,443,None,0,1,1,1,0,1,1,1,1,Tor 0.3.4.6-rc on Linux,0,0,2018-02-19,NFORCE- NL,43350,44000,None
Unnamed,SC,16948,326,89.248.162.130,89.248.162.130,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-09-14,QUASINETWORKS- NL,29073,50600,None
shadownet,FR,16878,1285,5.39.18.194,tor.shadownet.be,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-08-04,OVH- FR,16276,100000,None
VivaLuxxx,PT,16781,3721,91.121.224.10,ip10.ip-91-121-224.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-09-15,OVH- FR,16276,67100,None
Unnamed,US,16493,544,159.65.206.59,159.65.206.59,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2018-09-04,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,104000,None
BrassHornExit02,GB,16444,21,185.104.120.2,exit02.brasshorncomms.uk,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on OpenBSD,0,0,2015-06-26,BRASSHORNCOMMS Brass Horn Communications is a privacy centric ISP in the UK- GB,28715,29200,[2a06:3000::120:2]:443
bakunin,SE,16430,330,193.234.15.57,bakunin.gtor.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-01-29,SITABINFRA-NORDIC-AS- NO,50989,36400,[2a00:1c20:4089:1234:7825:2c5d:1ecd:c66f]:443
angelinajolie,FR,16424,316,62.210.83.207,62-210-83-207.rev.poneytelecom.eu,8080,8443,0,0,1,0,0,1,1,1,1,Tor 0.3.4.7-rc on Linux,0,0,2018-08-17,AS12876- FR,12876,63400,None
RSF12thMarch,DE,16406,343,185.220.102.7,185.220.102.7,80,None,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-01-09,ZWIEBELFREUNDE- AT,60729,54700,[2a0b:f4c1::7]:80
TykRelay07,DK,16390,63,185.96.180.164,185.96.180.164,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2017-06-07,BORNFIBER- DK,24800,44900,None
CalyxInstitute15,US,16212,709,162.247.74.202,162.247.74.202,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2015-08-21,CALYX-AS - The Calyx Institute- US,4224,35200,None
DETor02,DE,16038,6307,89.163.225.7,ms261.moonshot.dedi.server-hosting.expert,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.16 on Linux,0,0,2017-01-19,MYLOC-AS- DE,24961,56700,None
wardsback,FR,15964,351,212.129.62.232,tor.relay.wardsback.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-01-05,AS12876- FR,12876,62800,None
uzieka,AT,15825,67,192.36.38.33,33.38.36.192.reverse.apuagrowl.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-03-28,EDIS-AS-EU- AT,57169,62300,None
amartysen,NL,15766,789,77.247.181.163,lumumba.torservers.net,22,None,0,1,1,1,0,1,1,1,1,Tor 0.3.4.6-rc on Linux,0,0,2017-11-01,NFORCE- NL,43350,40900,None
cussedotorg,CA,15725,1001,66.70.217.179,tor.cusse.org,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.4.6-rc on Linux,0,0,2017-06-08,OVH- FR,16276,40200,[2607:5300:203:11d0:aff0::2932]:9001
TOR2DFN02a,DE,15690,5089,217.182.196.65,ns3079934.ip-217-182-196.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.2.9 on FreeBSD,0,0,2017-10-24,OVH- FR,16276,54600,None
drazisil,FR,15565,356,51.15.89.36,36-89-15-51.rev.cloud.scaleway.com,9100,9101,0,0,1,0,0,1,1,1,1,Tor 0.3.3.6 on Linux,0,0,2018-05-08,AS12876- FR,12876,44500,None
torNodeShizzle,US,15550,52,159.69.38.44,static.44.38.69.159.clients.your-server.de,443,None,0,0,1,0,0,0,1,1,0,Tor 0.3.4.8 on Linux,0,0,2018-08-12,HETZNER-AS- DE,24940,66500,[2a01:4f8:1c1c:2b22::1]:9050
powerrelay,NL,15532,4924,163.172.209.161,163-172-209-161.rev.poneytelecom.eu,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2016-09-15,AS12876- FR,12876,60200,None
colosimo,NL,15512,111,109.236.90.209,customer.worldstream.nl,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-07-24,WORLDSTREAM- NL,49981,81100,None
Artikel10,DE,15510,821,46.165.254.166,tor-exit.artikel10.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2017-08-21,LEASEWEB-DE-FRA-10- DE,28753,45300,[2a00:c98:2030:a03e:2::a10]:443
Piratenpartei3,DE,15481,576,185.243.8.74,v22018042160764485.luckysrv.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-04-12,NETCUP-AS netcup GmbH- DE,197540,55500,None
torfa,HU,15271,5423,79.172.193.32,toreador.webenlet.hu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.2.9 on Linux,0,0,2017-01-05,DENINET-HU-AS- HU,29278,65400,None
stampernator,US,15152,100,159.69.5.43,tor.seifert-online.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-07-11,HETZNER-AS- DE,24940,65400,[2a01:4f8:1c0c:5172::1]:443
darksoul03,CH,15138,1060,141.255.162.36,darksoul03.trilightzone.co.nz,9001,8080,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2018-02-24,PLI-AS- CH,51852,88100,None
xor,SC,15112,184,185.56.80.243,public-a.freeflux.org,20001,9031,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-06-14,NFORCE- NL,43350,67200,None
arnall,DK,14972,82,82.103.140.87,e82-103-140-87s.cust.easyspeedy.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-03-28,ASERGO-AS- DK,30736,44100,None
DigiGesTor5e2,CH,14968,63,195.176.3.23,tor5e1.digitale-gesellschaft.ch,8443,8080,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-04-23,SWITCH Peering requests: (peering@switch.ch)- CH,559,36900,[2001:620:20d0::23]:8443
criticalmass,DE,14960,343,185.220.102.4,185.220.102.4,443,None,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-12-30,ZWIEBELFREUNDE- AT,60729,52700,[2a0b:f4c1::4]:443
TOR2DFNrelA,DE,14930,5089,217.182.196.67,ns3079936.ip-217-182-196.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.2.9 on FreeBSD,0,0,2017-10-24,OVH- FR,16276,37400,None
FreeLauriLove,GB,14595,173,178.62.66.18,i.broke.science,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-09-11,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,36000,None
darksoul02,CH,14593,1060,141.255.162.35,darksoul02.trilightzone.co.nz,9001,8080,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2018-02-24,PLI-AS- CH,51852,95700,None
TOR2DFNrelB,DE,14581,5089,217.182.196.68,ns3079937.ip-217-182-196.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.2.9 on FreeBSD,0,0,2017-10-24,OVH- FR,16276,43600,None
AS207080,GB,14490,1606,185.227.71.38,185.227.71.38,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.2.9.15 on Linux,0,0,2018-07-22,BASIL-FILLAN- GB,207080,64100,None
niftypedetes,DE,14470,1744,185.220.101.27,185.220.101.27,20027,10027,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-08-24,FERAL Feral Hosting- GB,200052,39800,None
Haggaard,DE,14457,106,185.207.107.39,v22018014215459843.luckysrv.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-08-03,NETCUP-AS netcup GmbH- DE,197540,79800,None
DevilHunter,DE,14449,576,94.16.123.67,node.happysrv.de,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2018-02-02,NETCUP-AS netcup GmbH- DE,197540,62400,None
wikimediaeqiad2,US,14320,465,208.80.154.9,torrelay1001.wikimedia.org,9002,9032,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2015-12-18,WIKIMEDIA - Wikimedia Foundation Inc.- US,14907,45700,None
virtualkitchen,FR,14271,1281,62.210.5.178,relay.virtualkitchen.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-01-17,AS12876- FR,12876,53800,None
ins0,AT,14265,1562,193.171.202.146,tor2e.ins.tor.net.eu.org,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.6 on Linux,0,0,2015-10-16,ACONET ACOnet Backbone- AT,1853,54400,[2001:628:200a:f001:20::146]:9001
DETor01,DE,14232,6309,89.163.225.6,ms260.moonshot.dedi.server-hosting.expert,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.5.16 on Linux,0,0,2017-01-19,MYLOC-AS- DE,24961,53100,None
bonjour2,DE,14072,317,188.138.33.149,loft9091.serverprofi24.com,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2017-10-27,GD-EMEA-DC-SXB1- DE,8972,55000,None
stalag,NL,14017,93,91.223.82.154,hosted-by.iws.co,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-10-25,IWSNET- SE,199968,38000,None
GothamsPlanet,IE,13975,3721,79.137.112.4,ip4.ip-79-137-112.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-09-15,OVH- FR,16276,34300,None
dc6jgk7b,FR,13934,423,51.15.89.218,218-89-15-51.rev.cloud.scaleway.com,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2016-11-04,AS12876- FR,12876,35900,[2001:bc8:4700:2000::4a21]:443
darksoul04,CH,13848,1060,141.255.162.38,darksoul05.trilightzone.co.nz,9001,8080,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2018-02-25,PLI-AS- CH,51852,91900,None
bakunin4,SE,13832,330,193.234.15.55,loki.gtor.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2015-10-15,SITABINFRA-NORDIC-AS- NO,50989,39600,[2a00:1c20:4089:1234:7b2c:11c5:5221:903e]:443
SEC6xFreeBSD64,NL,13810,196,192.87.28.28,anonymous6.sec.nl,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on FreeBSD,0,0,2013-05-26,SMEERBOEL-AS SMEERBOEL BV- NL,1102,34000,[2001:678:230:3028:192:87:28:28]:9001
FreeCityofHH1,FR,13798,3479,51.15.116.190,190-116-15-51.rev.cloud.scaleway.com,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2018-05-05,AS12876- FR,12876,42400,None
inky,CH,13789,13,82.220.89.53,dynamic-82-220-89-53.ftth.solnet.ch,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2015-11-15,SOLNET- CH,9044,35600,None
trfra,DE,13736,3140,46.101.100.94,tr-fra.ngc292.space,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.1.9 on Linux,0,0,2017-06-17,DIGITALOCEAN-ASN - DigitalOcean- LLC- US,14061,39900,None
darksoul01,CH,13734,169,141.255.162.34,darksoul01.trilightzone.co.nz,9001,8080,0,1,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2018-02-24,PLI-AS- CH,51852,101000,None
Kimchi,FR,13734,4607,54.36.120.156,ns3091493.ip-54-36-120.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on FreeBSD,0,0,2017-11-23,OVH- FR,16276,44800,None
iVPN,DE,13699,343,185.220.102.6,185.220.102.6,80,None,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-12-30,ZWIEBELFREUNDE- AT,60729,47600,[2a0b:f4c1::6]:80
Totonicapanp5,FR,13654,457,163.172.14.221,p5.ikarios.com,9001,None,0,0,1,0,0,0,1,1,1,Tor 0.2.9.16 on Linux,0,0,2015-12-25,AS12876- FR,12876,49300,None
ConradRocksExit02,CA,13622,73,142.44.232.109,ip109.ip-142-44-232.net,443,80,0,1,1,0,0,0,1,1,1,Tor 0.3.3.9 on FreeBSD,0,0,2018-08-12,OVH- FR,16276,40400,[2001:470:b07e:0:70d5:4fff:fedc:b92f]:443
DigiGesTor4e2,CH,13574,63,195.176.3.19,tor4e1.digitale-gesellschaft.ch,8443,8080,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-04-23,SWITCH Peering requests: (peering@switch.ch)- CH,559,38100,[2001:620:20d0::19]:8443
rehm,SE,13568,4083,62.102.148.67,62.102.148.67,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2014-05-01,TEKNIKBYRAN- SE,51815,22600,None
cxx4freedom,DE,13560,51,37.157.255.35,pub.cxx.rocks,9090,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2015-01-01,MYLOC-AS- DE,24961,51200,None
amazonas,NL,13474,789,77.247.181.163,lumumba.torservers.net,443,None,0,1,1,1,0,1,1,1,1,Tor 0.3.4.6-rc on Linux,0,0,2017-11-01,NFORCE- NL,43350,43100,[2a00:1768:1001:21::32a3:201a]:443
TorMeSoftly,IE,13427,903,79.137.112.5,ip5.ip-79-137-112.eu,443,None,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-09-15,OVH- FR,16276,51200,None
TORmany,DE,13391,46,89.163.225.145,ms399.moonshot.dedi.server-hosting.expert,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2017-01-19,MYLOC-AS- DE,24961,26400,None
isthisthereallife,CH,13367,365,217.150.240.35,9.f00.ch,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.3.3.7 on FreeBSD,0,0,2016-08-05,NINE- CH,29691,42200,[2a02:418:69aa:a::a]:9001
RelayStation,CH,13300,627,85.195.235.87,85-195-235-87.fiber7.init7.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2015-11-01,INIT7- CH,13030,48300,[2a02:168:a403:13:5054:ff:fe21:7c4c]:9001
CryoBBNx,FR,13299,1395,51.254.45.43,ip-51-254-45-43.ddhosts.net,9001,None,0,0,1,1,0,1,1,1,1,Tor 0.3.2.10 on Linux,0,0,2017-07-25,OVH- FR,16276,51400,None
Alastor,FR,13213,1989,62.210.123.24,62-210-123-24.rev.poneytelecom.eu,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.3.7 on Linux,0,0,2016-03-01,AS12876- FR,12876,56700,[2001:bc8:30c6:100::dead]:443
Quake,MD,13093,43,178.175.139.122,proxy.torexit.stream,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.5.2-alpha on Linux,0,0,2018-06-22,TRABIA trabia network- MD,43289,40400,[2a00:1dc0:3002::3]:443
anticensorship,UA,13051,206,185.222.202.125,185.222.202.125,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-04-19,UVL2-ASN- UA,204725,32200,None
gurgle,CA,12967,183,198.96.155.3,exit.tor.uwaterloo.ca,5001,8080,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2014-04-08,UWATERLOO - University of Waterloo- CA,12093,37600,None
NetnikTorExit1,DE,12911,1122,176.31.208.193,tor-exit1.netnik.xyz,443,None,0,1,1,1,0,1,1,1,1,Tor 0.2.9.16 on Linux,0,0,2018-04-19,OVH- FR,16276,66900,None
TykRelay03,DK,12904,63,85.235.225.239,85.235.225.239,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2016-01-03,WEBPARTNER WEBPARTNER A/S is a Danish Internet Service Provider- DK,9167,40700,None
paradeiser,AT,12888,261,109.70.100.3,tor-exit-anonymizer-02.appliedprivacy.net,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on FreeBSD,0,0,2018-04-05,NEXTLAYER-AS- AT,1764,52400,[2a03:e600:100::3]:443
DigiGesTor4e4,CH,12870,63,195.176.3.20,tor4e3.digitale-gesellschaft.ch,8443,8080,0,1,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-04-23,SWITCH Peering requests: (peering@switch.ch)- CH,559,39300,[2001:620:20d0::20]:8443
fluxe3,DE,12780,1096,78.47.18.110,tor.sebastianhahn.net,80,443,0,0,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2014-04-09,HETZNER-AS- DE,24940,30500,[2a01:4f8:120:4023::110]:80
Fulla,LU,12646,357,104.244.72.155,fulla.relay.torworld.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2018-03-08,PONYNET - FranTech Solutions- US,53667,40600,[2605:6400:30:fafd:6950:a09a:ed5a:7d99]:443
hviv118,NL,12625,862,192.42.116.18,this-is-a-tor-exit-node-hviv118.hviv.nl,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.3.9 on Linux,0,0,2018-04-27,IP-EEND-AS IP-EEND BV- NL,1101,43100,None
RSFPressFreedom,DE,12618,343,185.220.102.6,185.220.102.6,443,None,0,1,1,0,0,1,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-12-23,ZWIEBELFREUNDE- AT,60729,35600,[2a0b:f4c1::6]:443
as44194a36s01,DE,12516,1769,77.87.50.6,a36s-tor.berlin.freifunk.net,80,443,0,0,1,1,0,1,1,1,1,Tor 0.3.3.5-rc on Linux,0,0,2017-08-08,FREIFUNK-BERLIN-AS- DE,44194,65500,[2001:bf7:b301::6]:80
UnvisitedNativity,US,12482,85,199.195.250.77,ny1.exit.tor.alkyl.eu.org,443,80,0,1,1,1,0,1,1,1,1,Tor 0.3.5.2-alpha on Linux,0,0,2017-12-03,PONYNET - FranTech Solutions- US,53667,24600,[2605:6400:10:549::1]:443
kramse2,DK,12455,3044,185.129.62.63,tor02.zencurity.dk,9001,9030,0,1,1,1,0,1,1,1,1,Tor 0.3.3.6 on FreeBSD,0,0,2016-01-08,ZENCURITY-NET- DK,57860,26900,[2a06:d380:0:3700::63]:9001
cloud9,DE,12442,238,82.165.247.47,82.165.247.47,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.9.14 on Linux,0,0,2018-07-13,ONEANDONE-AS Brauerstrasse 48- DE,8560,35200,None
Freya,NL,12441,357,51.15.47.62,freya.relay.torworld.org,443,80,0,0,1,0,0,0,1,1,1,Tor 0.3.4.8 on Linux,0,0,2016-10-28,AS12876- FR,12876,54800,[2001:bc8:4700:2200::1:1613]:443
